rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,positive_sentiment,negative_sentiment,neutral_sentiment
5.0,Giftable,As a gift,B07DDC8FJM,B073VBZM8J,AFFOLA7HWRVBJGLOQNC252LMAZDQ,1627103841831,0,True,0.0522,0.5114,0.4364
5.0,I wish Amazon would put the denomination on every card.,Fast reliable,B072P5VV4D,B00ADR2LV6,AHI6PT4M7CQSFERVRLT3TBEK6JKA,1580881786977,0,True,0.0407,0.4382,0.5211
5.0,Five Stars,it is a gift card,B00BXLSVEM,B00BXLSUF2,AGP6LDM42PPRMQ4IZS2NBRNISX3A,1466538536000,0,True,0.0398,0.7502,0.21
5.0,Five Stars,it is a gift card,B00BXLW58K,B00BXLW4Q8,AGP6LDM42PPRMQ4IZS2NBRNISX3A,1466538510000,0,True,0.0398,0.7502,0.21
5.0,Five Stars,it is a gift card,B00BXLW38M,B00BXLW2AQ,AGP6LDM42PPRMQ4IZS2NBRNISX3A,1466538482000,0,True,0.0398,0.7502,0.21
5.0,Five Stars,Perfect gift,B01JQSP498,B01B3FCTX6,AGZMO37SFNGTH4CB4X5CHXB3PVPA,1511841405878,0,True,0.0189,0.0362,0.9449
5.0,Five Stars,Perfect gift,B01JQSP498,B01B3FCTX6,AGZMO37SFNGTH4CB4X5CHXB3PVPA,1511841405878,0,True,0.0189,0.0362,0.9449
5.0,Works pretty fast,The gift card reload process and delivery are super Smooth and easy,B086KKT3RX,B086KKT3RX,AHZBIZKG52HH4Z25VC6WHBWW7REA,1670964900581,0,True,0.0048,0.0283,0.9669
5.0,The Best!,Always the best most welcomed and terrific gift for just about anyone,B01K8RJDEI,B00ADR2LV6,AFICQMZ7QT7CNRFMWQO5ZMPU7RYQ,1580927900558,0,True,0.009,0.0141,0.977
5.0,LEGAL SEAFOOD GIFTCARD,THIS IS AN AWESOME GIFT TO GIVE SOMEONE I GOT IT FOR MY BROTHER N LAW FOR HIS BIRTHDAY AND HE LOVES SEAFOOD I KNOW HE WILL USE TO AND I BROUGHT HIM GIFT CARDS,B002VG4BRO,B002VG4BRO,AE6YGHEZ5ZJ7PX7ST6YIXSEIZGNA,1278211354000,2,True,0.0044,0.0105,0.9851
5.0,Fast shipping!,Fast shipping,B07RN9NXQP,B07JHNWZS8,AEODZY6RRLXVQV6Z3QC57ZVJF4NQ,1581797226411,2,True,0.0247,0.1825,0.7929
5.0,Perfect for my young grandson,Gift cards can seem so cold and impersonal but this gift card in a matching greeting card made it feel like it had been chosen specifically for my grandson and he was very pleased,B005J044IU,B005J044IU,AFZH4A74DC6OZUW33KTOL3NYQZWA,1357684233000,0,True,0.0129,0.0594,0.9277
4.0,I hate it is not as personal as a regular gift,The gift cards are very convenient and certainly is something everyone with a computer can use I hate it is not as personal as a regular gift but now a days gift cards save time and allow people to buy what they need or more importantly at least helps pay for something s he wants,B0719C5P56,B0719C5P56,AETP3SRROYOZ5YZPDMZKVUNS77FQ,1523577931216,1,True,0.203,0.3231,0.4739
5.0,Gift cards are wonderful,Made awesome stocking stuffers for Christmas,B07GTF56ND,B07GTF56ND,AEPFODN4USC5NKJAMZTV5AEMBU2Q,1608873120609,4,True,0.004,0.0145,0.9815
5.0,Great@,Great,B00IX1I3G6,B00IX1I3G6,AHRNRTYAGKGJIRFGD4YNETSBVDAA,1601314787145,0,True,0.042,0.2015,0.7566
5.0,Simple,Simple to purchase simple to reload,B00IX1I3G6,B00IX1I3G6,AGPG77HQ5YU2OOCKJ226DNCNITKQ,1558843961544,0,True,0.0476,0.5295,0.4228
5.0,The best for these times,Convenient Quick In these times it is a good long distance gift,B07GFQ5B44,B07GFQ5B44,AEQWNQOGYAZD2C6ROBI7E2MR5WJA,1608134500782,0,True,0.0075,0.0972,0.8953
5.0,Gracias,Es confiable,B086KKT3RX,B086KKT3RX,AEIFCTJOWI4CGDQY37LMP24JACMA,1669567456476,0,True,0.1105,0.7382,0.1513
5.0,Five Stars,Just as advertised,B00O3YJVRW,B00O3YJVRW,AEEH67NYO2MGIKBUWO2UADDCUZOA,1482355764000,1,True,0.3697,0.5717,0.0585
5.0,Five Stars,Really cute card holders included,B01FERQNJU,B078GWV31Z,AHF6TLM2BU4SY5UATMULEBQQJ64Q,1482425379000,0,True,0.007,0.0361,0.957
5.0,Easy to refill,To get and give gift cards,B086KKT3RX,B086KKT3RX,AFG3N2ER2ZQ3F3JU2CQUGEFE7N4A,1667711007959,0,True,0.0299,0.7833,0.1868
5.0,Five Stars,Liked it,B00CHQKIDE,B00CHQKIDE,AGPSIX3WU6OELGDOGTFV5T7ILSYQ,1469164360000,0,True,0.018,0.1278,0.8541
5.0,Five Stars,Liked it,B00CHQKIDE,B00CHQKIDE,AGPSIX3WU6OELGDOGTFV5T7ILSYQ,1469164360000,0,True,0.018,0.1278,0.8541
5.0,Was convenient,Easy safe,B086KKT3RX,B086KKT3RX,AH6P5B4PDR6KSL3WFCKR3KCHBS5Q,1664950073624,0,True,0.0802,0.3736,0.5463
5.0,Five Stars,Easy transaction and the money went in very quickly,B00IX1I3G6,B00IX1I3G6,AEKK26TBWS5LSR5ID3WPEZISPECA,1435247267000,0,True,0.0055,0.0418,0.9527
5.0,Great way to say thank you for what you do,Always a great idea to show appreciation during these times for our essential employees a little bit goes a long way,B07GTF56ND,B07GTF56ND,AGK7V2ZTFVCEBUNSQKU7WHKTA7EA,1614775707669,1,True,0.0075,0.0339,0.9586
5.0,Awesome 😎,Awesome,B086KKT3RX,B086KKT3RX,AEAZ4TF4SSQFGUNF4Y7YEHUTFTYA,1641912658871,0,True,0.0165,0.0735,0.91
5.0,Was convenient,Easy safe,B086KKT3RX,B086KKT3RX,AH6P5B4PDR6KSL3WFCKR3KCHBS5Q,1664950073624,0,True,0.0802,0.3736,0.5463
5.0,Five Stars,Quality gift and the packaging is a plus,B01K8RJDEI,B00ADR2LV6,AGNOYXWN5PX4S42FCXK5NR2RC4SA,1525372659760,0,True,0.0064,0.0258,0.9678
5.0,Five Stars,The convenience of a quality gift,B01K8RJ5GY,B00ADR2LV6,AGNOYXWN5PX4S42FCXK5NR2RC4SA,1525372656331,0,True,0.0091,0.0661,0.9248
5.0,Five Stars,it s so simple to put more money on the card online,B00IX1I3G6,B00IX1I3G6,AEGNXKYZKYZHV32ME75S4HQVCJBQ,1498180776923,0,True,0.238,0.6294,0.1326
5.0,E-Gift cards are nice,I won an Amazon e gift card from a purchase from another company It took me a little bit to figure out how to get it in my account but when I did I was able to buy a gift for myself,B086KKT3RX,B086KKT3RX,AEWHPFKKP7SWUQS6C4TSPLPP5PWQ,1669531672527,1,True,0.0065,0.2082,0.7853
1.0,One Star,I ll let you know when I ve used it,B00IX1I3G6,B00IX1I3G6,AGXATAIU2636AFNZJ5CD4BMVC6BQ,1524008916953,1,True,0.0145,0.8084,0.1771
5.0,Easy gift,Nice gift,B06ZY44YG4,B073VBZM8J,AFT6RWFUZ2FY67ICVB2EURXCXNVA,1530787912151,0,True,0.0216,0.0603,0.9181
5.0,Super Fast ship. Product as advertised.,It s a gift card How can you mess that up Very fast shipping,B071VCQJ24,B018F4M89S,AEMSAIFPMQYX6IRDFSYO4KFM3HSQ,1515780718712,0,True,0.6037,0.3319,0.0644
5.0,Can't Go Wrong!!,A gift boxed gift card is a perfect gift for a teenage boy My nephew loved it,B0160LI5T0,B0160LI5T0,AFZNWKTPUPY3JAAIFK7VPOUFGJ5Q,1473168764000,0,True,0.0036,0.0114,0.9849
5.0,Simple setup and use.,Using the reloadable gift card insures account payment is always up to date so I never worry when placing an order,B00IX1I3G6,B00IX1I3G6,AHBLZTZQP7TCWLEWJFNY52ONT2OQ,1569687864564,0,True,0.0098,0.3827,0.6074
5.0,Excelente,excelente,B086KKT3RX,B086KKT3RX,AE6JZV5APCKDSW2LWML3XP2UXVGA,1655829187406,0,True,0.073,0.7112,0.2158
4.0,It's ok.,It s really nice I like it,B00IX1I3G6,B00IX1I3G6,AEW7FAOCQUR4HQDFJXZSY2U4HQ6Q,1576359136041,0,True,0.0057,0.016,0.9783
5.0,Great,Great,B01MSBQB1P,B01MSBQB1P,AFI7LYYJY6JFB6YQACPWFWGFV5WQ,1672424437337,0,True,0.042,0.2015,0.7566
5.0,Very festive,Cute for kiddos,B071VCQJ24,B018F4M89S,AHHCBQ55M3WPNYB73Q6NBIPOU43Q,1580525510982,0,True,0.0071,0.1021,0.8908
1.0,Never saw it.,Never actually arrived,B01B25M6K8,B01B3FCTX6,AE4XCCFZ5A4MMFO4ALLSSOGX7JXQ,1590719173855,1,True,0.2303,0.7061,0.0636
3.0,almost perfect!,I would give this item stars but for two issues I ordered two of different values and since they are not marked in any way I have NO idea which one is what value There is no proof of their activation included in the shipping The item itself is a wonderful presentation but who gets which one,B01E4QQK68,B018F4M89S,AEA7SVI73OKWFV2LVIT3DDJK4GOA,1481830023000,23,True,0.7756,0.1979,0.0265
5.0,Ok,Works good enough,B00IX1I3G6,B00IX1I3G6,AEGCZUT6TOELINBMBZTU3HKOY32Q,1609598176983,0,True,0.0224,0.3266,0.651
4.0,Good,Good,B00IX1I3G6,B00IX1I3G6,AEBZB65NEU3L7GN7PBBSQFPDR72A,1578415525496,0,True,0.0527,0.2628,0.6844
5.0,Five Stars,Quick and easy as always,B00IX1I3G6,B00IX1I3G6,AHNJ3VNANZ6TKM77GKBLLLEHAIEQ,1463885629000,0,True,0.0116,0.0887,0.8997
5.0,Great way for you to track what money you need.,Great option for anyone who wants another gift card Just add more to the account and it makes it way easier for you,B00IX1I3G6,B00IX1I3G6,AGNNNQ6MIGN4HAFE5IZU7QFAASPQ,1540852222814,0,True,0.0038,0.0454,0.9508
5.0,good gift,she was happy with her gift,B01IE42ST4,B0BT85F69N,AFVVD4FM3WFESE7H6PS7PY5JEONA,1566571829164,0,True,0.0048,0.0342,0.961
5.0,Great gift idea!,Convenient and practical,B00GU2ZZ8Y,B00GU2ZW7S,AH3HUPN36Q5P5WXJATKT666FW5QQ,1558896264863,0,True,0.0264,0.1797,0.7939
5.0,My PhD advisor likes it!,I purchased this for my previous PhD advisor as a holiday gift for his family The delivery is very quick he got it on the second day of my ordering He told me the item looks nice and he already used it to purchase something online Overall a nice holiday gift,B0719C5P56,B0719C5P56,AFS6JPHMIH33S2GKHZ6C324C7B7Q,1640144258814,0,False,0.0036,0.0353,0.9611
5.0,Five Stars,like i need another reason to spend money at amazon,B00IX1I3G6,B00IX1I3G6,AHTH3HOMPEDCBANBLIPJD6WBV4WA,1518126212186,0,True,0.316,0.4958,0.1883
5.0,This a nice gift for anyone.,Brought food because I lost my food during three days with out electricity,B01MSBQB1P,B01MSBQB1P,AEODIHEOTDOS3723O247XJFXK44Q,1664629226605,1,True,0.4433,0.4936,0.0631
5.0,Helpful around holidays,Giftcards are easy gifts,B01C9MW8Z6,B00JFBLZ90,AFBIXZOW3G6G2IFIOUKZVTWJJXTQ,1578614589135,0,True,0.0276,0.2819,0.6905
5.0,Gift cards,I reloaded my balance as a promotional deal Was worth it,B00IX1I3G6,B00IX1I3G6,AHVEWX7TDB3PZMNKMYSO3MQTMBCA,1536683558732,0,True,0.0056,0.1141,0.8803
5.0,Fast and reliable.,Christmas present,B0725J7VW7,B00ADR2LV6,AGPLBO5H2ESGH47ZQXHAVVZ4PJGQ,1578160505578,0,False,0.0186,0.1986,0.7827
2.0,Help! Need my gift card.,My gift card tracker says it was delivered but I can t find it anyway That is not my front door Right address but not the right door,B01K8RL0AI,B018F4M89S,AEA4QDAHSKWPBDCSLA42T7ZOU6OA,1545719262033,0,True,0.7329,0.2474,0.0197
5.0,Easy,Great gift,B01K8RL9C2,B018F4H5DM,AE56WQ6Y3T67WXIXX2JPVEMYNO4A,1579201947926,0,True,0.0168,0.0358,0.9474
5.0,GREAT STOCKING STUFFERS,It s a great gift to put in the stockings Everyone seems to enjoy a free meal,B00ET5WASC,B00EEHVEB4,AE4FBUPJH4FBWFT4PAECHG7RMK5A,1543462185414,0,True,0.004,0.018,0.978
5.0,Five Stars,Cute container,B0160LI6OE,B00JFBLZ90,AEJ24SA57GW7RJPRJ55OHGM6WRWA,1476907879000,0,False,0.0264,0.2214,0.7522
5.0,Five Stars,Lots of fun to give as a stocking stuffer,B005J045DE,B005J045DE,AG3WK54KHMZA2CXQUDFE76TRDRXQ,1421448363000,0,True,0.0039,0.0265,0.9696
5.0,Five Stars,packaging was very nice how can you go wrong,B0160LI5T0,B0160LI5T0,AEPTVU5FNJ5FRS5NJRJQHY3FSM5A,1481836130000,0,True,0.0089,0.0388,0.9523
5.0,Super festive pop up Christmas theme,Super festive pop up Christmas theme Just the box is sturdy and great quality but to have a mini pop up card hiding inside with your gift card is awesome I really can t believe that amazon doesn t charge extra for the box this is such a great deal,B0719C5P56,B0719C5P56,AEAKVRG44WV6PLOB55HW46SPA4FQ,1513669292385,1,True,0.0048,0.0155,0.9797
5.0,Amazon has great quality gift tins at no extra charge,Amazon has great quality gift tins at no extra charge Colors are really festive and bright on this tin that resembles Santa suit Great gift that requires no wrapping,B0091JKY0M,B0091JKY0M,AEAKVRG44WV6PLOB55HW46SPA4FQ,1513239129626,0,True,0.0036,0.0202,0.9762
5.0,Amazon has great quality gift tins at no extra charge,Amazon has great quality gift tins at no extra charge Got this for a friend who will really like the diamond plate design Still can t believe they don t charge a least an extra couple bucks for the tin,B00JDQKELW,B00JDQKELW,AEAKVRG44WV6PLOB55HW46SPA4FQ,1513238950651,0,True,0.0132,0.0531,0.9338
5.0,Super cute tin at no extra cost,Super cute tin at no extra cost Really nice size and color too I have a friend who loves anything snowman that is going to love this I was really surprised no extra fee for the tin as the quality is nice,B072L7GTF5,B00ADR2LV6,AEAKVRG44WV6PLOB55HW46SPA4FQ,1513238610696,2,True,0.0043,0.0139,0.9818
5.0,Starbucks,Bought as a thank you gift,B017TH5IQW,B00BXLW2AQ,AEHKEHLTWH22LWULGU5SVJDQDBUQ,1570743503418,0,True,0.0125,0.4115,0.576
1.0,Poor Box Design,Box is poorly designed I had to rip it open to access the gift card not really suitable for a gift,B06ZY44YG4,B073VBZM8J,AH7P52JSOZVD5EQWOEZTD6AVAG2A,1601406862707,0,True,0.9187,0.0739,0.0074
4.0,Four Stars,LOVE HAVING A GIFT CARD FROM MENCHIE S,B00Q81GCZW,B00Q80W856,AGQB5WW72TMNE7SUB2XU343ZWHFQ,1498335868214,1,True,0.0077,0.0292,0.9631
5.0,Five Stars,Will make for a GREAT graduation gift This will help my daughter s college start be smoother,B0091JL3F2,B077N4CNVJ,AERFIPENV35IJGRUGPZLHSGPDA6Q,1458795104000,0,True,0.0036,0.0136,0.9828
5.0,Nice black classic card,Liked it,B01K8RMDO0,B077N4CNVJ,AGS6LT7Y4IBLYUHFODCHQA53HR3A,1535750006827,0,True,0.018,0.1278,0.8541
5.0,"Unlike many negative reviews, I had no problem at ...",Unlike many negative reviews I had no problem at all with my gift card I received it very promptly,B00OOKDO4Q,B00OOKDO4Q,AGFUIERM3O4I3HYPYQYQ3J7OIAKQ,1536948910788,0,True,0.0237,0.1087,0.8676
5.0,LinHarve,I bought these vouchers as it s my son and daughters in laws favourite place to eat in LA they were really pleased the food is amazing,B07JDX6GDH,B00GRLUECA,AHSXGTKLWLIVWGPK3AOUTGMHTHKA,1546109174081,0,True,0.0027,0.0091,0.9882
5.0,They are a great gift for my great nieces and nephews...,They are a great gift for my great nieces and nephews,B005FGQIL4,B005FGQIL4,AE4XUAP3R2NKD7OLG22AJCG2SSGA,1646322608347,0,True,0.0027,0.0131,0.9842
3.0,Charging $5. 95 to buy money??,Charging to buy money,B01MSBQB1P,B01MSBQB1P,AHWLLUKG5DMKLIJXYUUUBVMJCLMA,1521677552948,0,True,0.2569,0.6781,0.0649
5.0,Great,Great,B00IX1I3G6,B00IX1I3G6,AFFVCRJWTHXZXHBYJSG5S5VJRD2A,1566076007808,0,True,0.042,0.2015,0.7566
5.0,Five Stars,The order lived up to expectations,B00IX1I3G6,B00IX1I3G6,AF5YZKEC4WLE6BN2GFXGP2ISXDXA,1493534156000,0,True,0.0053,0.0746,0.9201
5.0,Gift card fun,I loved it Hate to just give a gift card but this made it special,B08621FWD3,B0BT85F69N,AHFAH7Y5LDH2AYNZ2WAVLEURV4UQ,1623284609071,0,True,0.0081,0.019,0.9728
5.0,Easy to use,No problem to activate easy pin access,B07GFQ5B44,B07GFQ5B44,AEFMKXRLRCMPVJJYKNDTUTIOOYXQ,1634036895899,2,True,0.0091,0.3484,0.6425
5.0,Great card,No problem to activate easy pin access,B07HJD9FVV,B07HJD9FVV,AEFMKXRLRCMPVJJYKNDTUTIOOYXQ,1634036848581,0,True,0.0091,0.3484,0.6425
5.0,The container can be repurposed,Ordering Giftcard and get the tin container this is better than buying e giftcard if you can wait one to two days for it to ship,B01K8RKA9A,B01K8RKA9A,AGJNZFOCTGSWP3C3EC47VQUSUNOQ,1609535271751,0,True,0.0195,0.2502,0.7303
5.0,Easy gift,Easy gift,B071VCQJ24,B018F4M89S,AHDA7AISAPBXOVEJ7JSQABFE5CBA,1580835245229,0,True,0.0357,0.2121,0.7521
5.0,Easy gift,Easy gift,B072HMY9NH,B072HMY9NH,AHDA7AISAPBXOVEJ7JSQABFE5CBA,1580835213983,0,True,0.0357,0.2121,0.7521
1.0,What's going on?,I called months ago to say I tried to use this gift card and was told it was never activated I was told by one of your agents that I was getting a refund put back on my Discover card I have not seen that refund please explain,B006PJHP62,B00BXLSJXA,AEXZGYJNW4B7NKBOQAUOW7PPUPYQ,1530481508376,0,True,0.6856,0.295,0.0195
5.0,So easy and quick,It s so easy quick to use I will always use this Amazon reload it s so easy to do there s no worry there s no hassle I recommend that everybody does it I love it,B086KKT3RX,B086KKT3RX,AGQSKU656MJKIK23RLILI2RBWG5A,1664335953602,1,True,0.0064,0.0129,0.9807
4.0,"Person did not see the greeting, where is greeting found?",Not sure where the greeting is that I entered when ordered I did t see it on the invoice,B0719C5P56,B0719C5P56,AGADUCB6ALJCWIWFJCSGPAGJMSUA,1639510746884,1,False,0.3375,0.6428,0.0197
4.0,Four Stars,Nice and easy,B00IX1I3G6,B00IX1I3G6,AGDFWHF4SWMMDJB4W4YOJSJKJ33Q,1477420626000,1,True,0.0147,0.09,0.8953
5.0,gift card,Perfect gift for everyone on your list I was able to purchase books e books an app or two as well as a new kindle cover where else can you get that variety of options with only one gift card,BT00CTOUNS,BT00CTOUNS,AF3WFHRDF7WXVV34ER6P5RHNMYDQ,1327702029000,0,True,0.0032,0.0229,0.9739
1.0,no money on gift card,I bought this gift card for my grandson and the card was not credited for any amount,B01IE42ST4,B0BT85F69N,AGUCAYWA5C2ZH3LSCNK4XAZN23NQ,1647292948824,0,True,0.6783,0.3014,0.0203
1.0,No customer service,Immediately there were unauthorized charges They had the wrong zip code so we could get no help You re better off using a cas app,B07HJD9FVV,B07HJD9FVV,AHDXOURA5AEVY63G6LLRECGUIWAQ,1665429648384,4,True,0.9186,0.0763,0.005
5.0,SIMPLE!,Very easy and efficient A delightful experience,B00IX1I3G6,B00IX1I3G6,AGNDYLAX45S4Y5RKNAFOHVJYOQAQ,1501867057246,1,True,0.0042,0.0137,0.9821
5.0,Five Stars,More resources for more books o review I hope,B00IX1I3G6,B00IX1I3G6,AF3QG3KHD3X4VOKYNAJ3CPVILSAQ,1524431719593,0,True,0.006,0.2696,0.7245
5.0,Good choice.,So easy to do and use Great idea,B00IX1I3G6,B00IX1I3G6,AF5R4VREHGCJYCVHDI2OYXG2FIHA,1546510856497,0,True,0.0044,0.0128,0.9828
1.0,Code not valid,Really frustrated not able to use the card because the code is invalid Cannot find anyway to get assistance from Amazon very disappointed that I will need to write this off as a loss and order a new giftcard br br Was able to get issue escalated after chatting online with a representative It turns out even though I had the card it was showing as having not yet shipped After a few days everything processed and the funds became available br br tl dr if your gift recipient wants to use the card right away make sure you had it ordered and processed several days before gifting,B0763VZ84H,B075MZKGRL,AE7HIIALBYKX4CPDCLCVXDQ2QXAQ,1604519215324,0,False,0.8339,0.1544,0.0117
5.0,Its easy to use,When purchasing this it was said that I d get a additional credit in which I have not yet received It was definitely easy to use but makes me wonder if that deal was true,B00IX1I3G6,B00IX1I3G6,AE4QQRGNKZSJWPC7SQFLHZPS3NEQ,1609092351686,0,True,0.1084,0.6767,0.2149
5.0,Convenient and easy to use,Gift card for my little brother,B01MSBQB1P,B01MSBQB1P,AEO5WQGI3CMSQBSTFDJGLG7PNY4Q,1563382892726,0,True,0.0102,0.4688,0.521
3.0,Amazon.com Gift Card Balance Reload,I received you payment method from Marriott Rewards,B00IX1I3G6,B00IX1I3G6,AGB4PBL36VWGGUMELLDWLKCC6YCA,1421389446000,1,True,0.0124,0.882,0.1056
3.0,Amazon.com Gift Card Balance Reload,I received you payment method from Marriott Rewards,B00IX1I3G6,B00IX1I3G6,AGB4PBL36VWGGUMELLDWLKCC6YCA,1421389446000,1,True,0.0124,0.882,0.1056
4.0,Reload time was more than 5 mins,They say it will take minutes to reload Amazon gift card balance and it took like almost minutes and I needed the items to make a quick purchase other than that it was fine,B00IX1I3G6,B00IX1I3G6,AE4INPLHQXSJJYBGWVC7QB5EONDQ,1532987736476,0,True,0.5416,0.4162,0.0422
5.0,Great buy!,Super cute card holder,B071VCQJ24,B018F4M89S,AGYFVGF4JYKQY4BE2WGB4B4673CA,1553229359690,0,True,0.008,0.044,0.948
5.0,EASY,Great presentation anybody could use this,B0719C5P56,B0719C5P56,AHDDWO4JPV7NHXGA6UM4JNH427CA,1642268414854,0,True,0.0068,0.0135,0.9796
5.0,Five Stars,Very nicely packaged,B0160LI5T0,B0160LI5T0,AEQTRBP74AX7HC3TGJ4XNZBXGCDQ,1484799828000,0,True,0.0124,0.0475,0.9402
5.0,Very pretty tin,Very pretty tin,B01K8RJDEI,B00ADR2LV6,AFRPN26QDCDB26QSAWHMIUTKVX6A,1578100278955,0,True,0.0114,0.0334,0.9552
5.0,Pretty box,Pretty box,B0727VWRHF,B0727VWRHF,AFRPN26QDCDB26QSAWHMIUTKVX6A,1578100248951,0,True,0.0242,0.1558,0.8201
5.0,Can’t think about what to buy?,It truly is the best gift a child could receive for Christmas Birthday I have grandkids and I hit a grand slam with each one,B0719C5P56,B0719C5P56,AF52OTWEMDLYK7YCWQ4S45ULSWPQ,1578363788140,0,True,0.0044,0.0104,0.9852
5.0,Can’t think about what to buy?,It truly is the best gift a child could receive for Christmas Birthday I have grandkids and I hit a grand slam with each one,B0719C5P56,B0719C5P56,AF52OTWEMDLYK7YCWQ4S45ULSWPQ,1578363788140,0,True,0.0044,0.0104,0.9852
5.0,Can’t think about what to buy?,It truly is the best gift a child could receive for Christmas Birthday I have grandkids and I hit a grand slam with each one,B0719C5P56,B0719C5P56,AF52OTWEMDLYK7YCWQ4S45ULSWPQ,1578363788140,0,True,0.0044,0.0104,0.9852
5.0,Can’t think about what to buy?,It truly is the best gift a child could receive for Christmas Birthday I have grandkids and I hit a grand slam with each one,B0719C5P56,B0719C5P56,AF52OTWEMDLYK7YCWQ4S45ULSWPQ,1578363788140,0,True,0.0044,0.0104,0.9852
5.0,Can’t think about what to buy?,It truly is the best gift a child could receive for Christmas Birthday I have grandkids and I hit a grand slam with each one,B0719C5P56,B0719C5P56,AF52OTWEMDLYK7YCWQ4S45ULSWPQ,1578363788140,0,True,0.0044,0.0104,0.9852
5.0,Can’t think about what to buy?,It truly is the best gift a child could receive for Christmas Birthday I have grandkids and I hit a grand slam with each one,B0719C5P56,B0719C5P56,AF52OTWEMDLYK7YCWQ4S45ULSWPQ,1578363788140,0,True,0.0044,0.0104,0.9852
5.0,Can’t think about what to buy?,It truly is the best gift a child could receive for Christmas Birthday I have grandkids and I hit a grand slam with each one,B0719C5P56,B0719C5P56,AF52OTWEMDLYK7YCWQ4S45ULSWPQ,1578363788140,0,True,0.0044,0.0104,0.9852
5.0,Five Stars,Perfect gift,B0078EP9S4,B00BXLSJXA,AGLGVW4HKXXW7PXPOMRCAR5F7DMA,1455237600000,0,True,0.0189,0.0362,0.9449
4.0,Multiple gift cards - no posted amount,So frustrating that they don t mark the gift cards with amount or order number I have multiple cards for different amounts and I cannot see the product code on my mobile need to fix this,B01K8RMDO0,B077N4CNVJ,AGVT65XNP3AJCXPH4EG3474ZWNVA,1548332787678,0,True,0.863,0.1267,0.0103
5.0,Very happy,Very happy with this item I ve purchased it multiple times and I ve never been disappointed Looking forward to purchasing it again this year,B00BXQIJ5S,B00BXQIGA6,AH762NG7XZOZV3EN4ZOYX5TJQ5KA,1515382635145,0,True,0.003,0.0079,0.989
5.0,Five Stars,I like this idea A tiny bit of money for nothing,B00IX1I3G6,B00IX1I3G6,AFGU74KBUHD6I5DJH3C37MEURY2Q,1490490501000,0,True,0.0215,0.1491,0.8294
5.0,Awesome gift card for gamers.,There was no problem redeeming this GameStop gift card in store Would buy from again Makes it a perfect gift for gamers who like shopping at GameStop,B00BXLTZ6K,B00BXLTY52,AHQG2EQI3EOK6X5WO52JDCCKJE6Q,1448269542000,0,False,0.0034,0.0191,0.9775
5.0,Would order again,I had no problem with the spa accepting this gift card I would definitely order this gift card again as a gift,B00FRSJ1W8,B00FRSJ1W8,AEPXDJA7Z72UDIW4NYBGYLVQI5BA,1401640623000,0,True,0.0086,0.1046,0.8868
1.0,Ripped off,Registered card and same day had the full balance taken with a bogus atm transaction Horrible card and no customer services to address stolen funds,B07HJD9FVV,B07HJD9FVV,AELULOJYTSZQDYHHYRRLL2NAXJ3Q,1675719211126,1,True,0.9371,0.0574,0.0055
5.0,Perfect for teen!,Great selection of places to use for teens,B08HDCC449,B07JMV25V6,AGCI4KPGPBMDJSYKQDPNRF6E7YCQ,1674179495430,0,True,0.0044,0.0443,0.9513
5.0,BUY,very good for a gift to friends loved my mother in law had a blast spending this gift card will buy again,B072F9T6VX,B018F4M89S,AGN2QWKDZ6TALHXWXEEEVDZPF6HQ,1672197274105,0,False,0.0031,0.0079,0.989
5.0,It's a gift card and a cool box! Came in quickly,It s a gift card and a cool box Came in quickly,B0764M9G8N,B0764M9G8N,AENDYTCBSQE5MXAFII7CUBJNIE3A,1536335815744,0,True,0.003,0.0375,0.9595
5.0,Worth it,Reloaded during the holidays and got the rewards,B00IX1I3G6,B00IX1I3G6,AH6ZXTZ2TN4V6ZFOYWQANCQEQ7WA,1609187354247,0,True,0.006,0.1691,0.825
5.0,That it is perfect,I loved the pop up box It was so festive and fun,B01E4QP02S,B01E4QP02S,AH3YRO7EPELWJNQ5W6GAVGUMAU4Q,1546896924089,0,True,0.004,0.009,0.987
5.0,"It's beautiful, almost 3D like",I purchased the San Francisco Gift card It s beautiful almost D like,B076ZRR757,B00BXLW2AQ,AFWBQ5RXI4ZAGMGQWYNLPW7AD2JA,1542049696092,0,True,0.005,0.0258,0.9691
5.0,Five Stars,The reload is very fast and easy to do,B00IX1I3G6,B00IX1I3G6,AEW5QDBW62LVIFPBAW7NUV3G6GQQ,1504552792275,0,True,0.005,0.0769,0.9181
5.0,Five Stars,Very cool box it comes in,B01M23YTOP,B01M23YTOP,AF6HG2RROW62CWLXVH7KAGMTLCCQ,1482806672000,0,True,0.006,0.02,0.974
5.0,It's a Gift Card!,Great when you don t know what to get that special someone in your life Easy to order quick to ship,B0719C5P56,B0719C5P56,AEHNXF3QWZ7DUH5XL6XZ7WSFGZDQ,1664519378988,0,True,0.0112,0.0749,0.9139
5.0,Five Stars,Love that I can order gift cards online This makes life so much easier,B00BXLSIJ0,B00BXLSI3G,AHXLXD6ZZHUFWFZZXCX5POLYFHXQ,1523501275304,0,True,0.0049,0.0181,0.977
